LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12-2_64;131350.58;548430.168;3.322;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131333.161;548428.754;2.376;131332.164;548428.674;2.686;131328.178;548428.35;2.791;131326.184;548428.188;3.244;131326.184;548428.188;3.244;131323.692;548427.986;2.535;131325.115;548428.101;3.207;-1;-1;-1;-1;-1;-1;131323.122;548427.94;2.339;-1;-1;-1;-1;-1;-1;131296.21;548425.755;2.283
12-2_65;131348.551;548455.086;3.58;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131331.108;548453.67;2.564;131329.115;548453.508;2.9;131326.623;548453.306;2.904;131324.131;548453.104;3.265;131324.131;548453.104;3.265;131321.639;548452.902;2.697;131322.665;548452.985;3.185;-1;-1;-1;-1;-1;-1;131321.17;548452.863;2.61;-1;-1;-1;-1;-1;-1;131288.718;548450.23;2.56
12-2_66;131346.522;548480.003;3.806;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131328.581;548478.547;2.83;-1;-1;-1;-1;-1;-1;131323.099;548478.102;3.236;131323.099;548478.102;3.236;131320.607;548477.9;3.016;131321.604;548477.981;3.258;-1;-1;-1;-1;-1;-1;131319.147;548477.781;2.499;-1;-1;-1;-1;-1;-1;131281.225;548474.704;2.575
12-2_68;131257.752;548551.703;-0.281;131284.702;548488.184;-0.663;131284.78;548488;-2.1;131285.38;548486.58;-2.1;131285.678;131285.678;-0.461;131286.069;548484.962;0.046;-1;-1;-1;-1;-1;-1;131288.993;548478.069;2.518;131288.993;548478.069;2.518;131289.969;548475.767;2.768;131290.75;548473.927;2.69;-1;-1;-1;-1;-1;-1;131292.313;548470.244;2.368;-1;-1;-1;-1;-1;-1;131315.747;548415.01;0.205
12-2_69;131239.475;548543.418;-0.339;131266.034;548480.819;-0.776;131266.06;548480.75;-2.1;131266.69;548479.26;-2.1;131266.815;131266.815;-0.51;131267.596;548477.137;0.25;-1;-1;-1;-1;-1;-1;131270.338;548470.674;2.695;131270.338;548470.674;2.695;131271.315;548468.373;2.708;131271.51;548467.913;2.687;-1;-1;-1;-1;-1;-1;131272.486;548465.611;2.616;-1;-1;-1;-1;-1;-1;131294.749;548413.138;0.187
12-2_70;131197.857;548519.407;-0.436;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131238.443;548472.537;-0.899;131241.716;548468.757;1.697;131245.643;548464.221;1.847;131248.589;548460.82;2.626;131248.589;548460.82;2.626;131250.226;548458.93;2.6;131250.88;548458.174;2.603;-1;-1;-1;-1;-1;-1;131252.844;548455.906;2.579;-1;-1;-1;-1;-1;-1;131290.811;548412.06;0.154
12-2_71;131160.554;548458.24;-0.657;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131171.803;548455.851;1.174;-1;-1;-1;-1;-1;-1;131223.646;548444.84;2.785;131223.646;548444.84;2.785;131226.092;548444.321;2.977;131227.559;548444.009;2.899;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131295.007;548429.685;2.446
12-2_72;131166.28;548425.71;-2.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131222.485;548418.921;3.209;131222.485;548418.921;3.209;131224.967;548418.621;3.209;131228.938;548418.141;3.273;-1;-1;-1;-1;-1;-1;131272.103;548412.925;1.197;-1;-1;-1;-1;-1;-1;131288.98;548410.886;0.089
12-2_74;131227.844;548306.037;0.522;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131230.977;548322.746;0.861;131232.175;548329.135;1.601;131236.967;548354.689;2.351;131239.639;548368.941;3.805;131239.639;548368.941;3.805;131240.1;548371.398;3.792;131241.482;548378.77;3.754;-1;-1;-1;-1;-1;-1;131244.332;548393.966;2.791;-1;-1;-1;-1;-1;-1;131247.372;548410.184;2.835
12-2_77;131308.373;548287.878;0.016;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131310.443;548315.801;1.165;-1;-1;-1;-1;-1;-1;131313.363;548355.193;3.386;131313.363;548355.193;3.386;131313.548;548357.686;3.469;131313.844;548361.675;3.391;131314.139;548365.664;2.47;131314.324;548368.158;2.536;131314.694;548373.144;0.311;-1;-1;-1;-1;-1;-1;131314.805;548374.64;0.126
12-2_77_2;131360.932;548337.043;2.638;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131337.001;548356.749;1.924;-1;-1;-1;-1;-1;-1;131330.054;548362.47;3.389;131330.054;548362.47;3.389;131328.124;548364.059;3.434;131326.966;548365.012;3.419;131323.351;548367.989;1.837;131319.877;548370.85;1.766;131317.175;548373.074;0.334;-1;-1;-1;-1;-1;-1;131313.702;548375.935;0.053
12-2_78;131359.083;548378.793;2.866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131332.403;548377.259;2.588;-1;-1;-1;-1;-1;-1;131330.407;548377.144;3.345;131330.407;548377.144;3.345;131327.911;548377.001;2.864;131328.544;548377.037;3.118;131325.549;548376.865;1.099;131323.053;548376.721;1.18;131320.058;548376.549;0.172;-1;-1;-1;-1;-1;-1;131299.092;548375.344;0.514
12-2_82;131362.385;548304.238;2.376;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131391.116;548349.477;2.472;-1;-1;-1;-1;-1;-1;131392.725;548352.009;3.236;131392.725;548352.009;3.236;131394.065;548354.12;3.207;131397.439;548359.432;3.027;-1;-1;-1;-1;-1;-1;131400.12;548363.653;0.47;-1;-1;-1;-1;-1;-1;131401.46;548365.763;-0.02
12-2_83;131449.342;548281.956;0.921;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131446.389;548288.85;3.208;131446.389;548288.85;3.208;131445.405;548291.148;3.189;131420.203;548349.977;3.342;-1;-1;-1;-1;-1;-1;131416.63;548358.317;0.213;-1;-1;-1;-1;-1;-1;131415.842;548360.156;0.12
12-2_84;131454.584;548346.417;3.662;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131454.085;548346.842;3.651;131454.085;548346.842;3.651;131452.181;548348.461;3.69;131434.663;548363.365;3.28;-1;-1;-1;-1;-1;-1;131429.206;548368.007;0.191;-1;-1;-1;-1;-1;-1;131428.064;548368.979;0.066
12-2_85;131461.478;548381.642;3.516;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131459.832;548382.044;3.545;131459.832;548382.044;3.545;131457.404;548382.639;3.599;131444.201;548385.869;3.1;-1;-1;-1;-1;-1;-1;131439.344;548387.058;0.083;-1;-1;-1;-1;-1;-1;131437.887;548387.414;0.048
12-2_86;131466.285;548406.203;3.399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131465.314;548406.441;3.425;131465.314;548406.441;3.425;131462.885;548407.035;3.464;131450.232;548410.131;3.095;-1;-1;-1;-1;-1;-1;131446.346;548411.082;0.719;-1;-1;-1;-1;-1;-1;131444.404;548411.557;0.292
12-2_87;131467.986;548414.892;3.362;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131467.338;548416.256;3.355;131467.338;548416.256;3.355;131466.266;548418.514;3.384;131458.784;548434.278;3.118;-1;-1;-1;-1;-1;-1;131456.426;548439.247;0.152;-1;-1;-1;-1;-1;-1;131456.212;548439.699;0.047
12-2_88;131461.707;548382.816;3.513;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131462.726;548384.999;3.477;131462.726;548384.999;3.477;131463.783;548387.265;3.478;131482.385;548427.139;2.705;-1;-1;-1;-1;-1;-1;131486.201;548435.317;-1.25;-1;-1;-1;-1;-1;-1;131491.274;548446.192;-2.29
12-2_89;131466.523;548407.421;3.39;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131468.734;548406.976;3.382;131468.734;548406.976;3.382;131471.186;548406.484;3.313;131480.499;548404.613;2.85;-1;-1;-1;-1;-1;-1;131502.108;548400.271;-1.71;-1;-1;-1;-1;-1;-1;131578.58;548384.907;-2.25
12-2_90;131461.923;548383.915;3.503;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131462.886;548383.645;3.439;131462.886;548383.645;3.439;131465.294;548382.97;3.28;131474.725;548380.326;2.78;131480.502;548378.706;0.114;131502.648;548372.498;-0.092;131505.056;548371.823;-2.12;-1;-1;-1;-1;-1;-1;131570.531;548353.468;-2.49
12-2_92;131455.019;548266;-0.893;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131459.69;548280.779;-0.944;131461.799;548287.454;0.74;131469.936;548313.199;0.937;131474.005;548326.071;3.622;131474.005;548326.071;3.622;131474.758;548328.455;3.663;131477.605;548337.461;3.445;131480.167;548345.566;0.229;131495.537;548394.195;-0.052;131497.194;548399.439;-1.42;-1;-1;-1;-1;-1;-1;131507.592;548432.335;-2.28
12-2_96;131557.22;548249.7;-8.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131559.031;548260.256;-3.676;131564.693;548293.274;-1.257;131565.284;548296.723;-0.62;131566.89;548306.087;3.13;131566.89;548306.087;3.13;131567.312;548308.551;3.266;131568.918;548317.914;3.147;-1;-1;-1;-1;-1;-1;131572.298;548337.626;-1.93;-1;-1;-1;-1;-1;-1;131581.8;548393.039;-2.42
12-2_97;131595.428;548240.736;-1.025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131594.397;548283.224;-0.413;131594.288;548287.723;0.238;131594.082;548296.22;0.914;131593.9;548303.718;3.212;131593.9;548303.718;3.212;131593.839;548306.217;3.211;131593.633;548314.715;3.288;-1;-1;-1;-1;-1;-1;131592.721;548352.312;-2.52;-1;-1;-1;-1;-1;-1;131591.205;548414.794;-2.35
12-2_98;131646.997;548253.407;-1.144;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131639.759;548277.337;-2.027;131639.18;548279.251;-1.273;131632.376;548301.744;-0.177;131629.335;548311.795;3.156;131629.335;548311.795;3.156;131628.612;548314.189;3.218;131623.623;548330.681;2.952;131621.885;548336.424;0.481;131617.398;548351.26;-0.79;131614.502;548360.831;-3.35;-1;-1;-1;-1;-1;-1;131596.551;548420.176;-2.39
12-2_100;131696.103;548274.473;-1.203;131685.203;548296.971;-1.244;131684.767;548297.871;-1.919;131684.331;548298.771;-1.983;131683.677;131683.677;-1.57;131674.957;548318.12;-0.782;131669.724;548328.919;2.498;131666.018;548336.569;2.537;131664.492;548339.718;3.303;131664.492;548339.718;3.303;131663.402;548341.968;3.051;131663.838;548341.068;3.16;131661.989;548344.885;2.221;131660.027;548348.934;2.133;131658.719;548351.634;1.455;-1;-1;-1;-1;-1;-1;131620.132;548431.279;-2.92
12-2_101;131718.602;548285.373;-1.356;131707.92;548307.422;-1.337;131707.484;548308.322;-1.82;131707.048;548309.222;-2.006;131706.176;131706.176;-1.502;131696.583;548330.82;-0.593;131693.095;548338.02;1.868;131688.517;548347.469;2.211;131687.427;548349.719;3.101;131687.427;548349.719;3.101;131686.337;548351.969;3.209;131686.119;548352.419;3.21;-1;-1;-1;-1;-1;-1;131684.593;548355.569;1.843;-1;-1;-1;-1;-1;-1;131642.735;548441.963;-3.19
12-2_102;131741.1;548296.274;-1.36;131730.418;548318.322;-1.503;131729.982;548319.222;-1.945;131729.328;548320.572;-1.934;131728.892;131728.892;-1.711;131719.954;548339.921;-0.869;131716.683;548346.671;1.683;131711.669;548357.02;2.004;131709.925;548360.62;3.175;131709.925;548360.62;3.175;131708.835;548362.87;3.173;131709.053;548362.419;3.277;-1;-1;-1;-1;-1;-1;131707.091;548366.469;2.004;-1;-1;-1;-1;-1;-1;131665.233;548452.863;-3.37
12-2_103;131763.381;548307.624;-1.32;131757.276;548320.224;-1.241;131756.404;548322.023;-1.617;131756.186;548322.473;-1.617;131755.314;131755.314;-1.408;131744.632;548346.322;-1.023;131740.926;548353.971;1.269;131734.386;548367.47;1.85;131732.424;548371.52;3.196;131732.424;548371.52;3.196;131731.333;548373.769;3.188;131731.552;548373.32;3.274;-1;-1;-1;-1;-1;-1;131729.589;548377.37;2.052;-1;-1;-1;-1;-1;-1;131687.732;548463.764;-3.17
12-2_104;131780.234;548315.234;-1.46;131769.552;548337.283;-1.462;131769.116;548338.183;-1.796;131768.68;548339.083;-2.047;131768.026;131768.026;-1.623;131762.14;548352.582;-0.96;131759.741;548357.531;0.581;131750.803;548375.98;1.759;131749.059;548379.58;2.977;131749.059;548379.58;2.977;131747.969;548381.83;3.131;131747.969;548381.83;3.131;-1;-1;-1;-1;-1;-1;131746.111;548385.664;1.988;-1;-1;-1;-1;-1;-1;131704.254;548472.058;-2.88
12-2_105;131808.596;548328.975;-1.538;131797.695;548351.473;-1.562;131797.259;548352.373;-1.962;131796.823;548353.273;-1.981;131796.387;131796.387;-1.654;131787.013;548373.522;-0.434;131784.833;548378.021;1.471;131779.165;548389.721;1.758;131777.203;548393.77;3.024;131777.203;548393.77;3.024;131776.113;548396.019;3.02;131776.331;548395.57;3.133;-1;-1;-1;-1;-1;-1;131774.042;548400.294;2.352;-1;-1;-1;-1;-1;-1;131732.62;548485.789;-2.51
12-2_106;131831.094;548339.876;-1.814;131820.194;548362.374;-1.405;131819.54;548363.724;-2.035;131819.322;548364.174;-1.947;131818.886;131818.886;-1.485;131807.985;548387.572;0.119;131806.677;548390.272;1.008;131801.445;548401.071;1.816;131799.919;548404.221;2.981;131799.919;548404.221;2.981;131798.829;548406.471;3.027;131799.047;548406.021;3.056;-1;-1;-1;-1;-1;-1;131796.867;548410.521;1.694;-1;-1;-1;-1;-1;-1;131755.227;548496.465;-1.95
12-2_107;131856.197;548352.164;-1.93;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;131831.453;548398.467;-0.634;131828.389;548404.2;1.379;131824.147;548412.138;1.753;131822.262;548415.666;2.983;131822.262;548415.666;2.983;131821.084;548417.871;3.09;131821.084;548417.871;3.09;-1;-1;-1;-1;-1;-1;131817.549;548424.485;0.028;-1;-1;-1;-1;-1;-1;131778.901;548496.806;-1.74
12-2_108;131875.629;548361.806;-1.78;131856.847;548401.042;-1.19;131856.415;548401.944;-1.375;131855.767;548403.297;-1.339;131855.12;131855.12;-0.985;131852.745;548409.611;-0.596;131850.586;548414.121;1.28;131846.269;548423.14;1.815;131844.541;548426.748;2.997;131844.541;548426.748;2.997;131843.462;548429.002;2.9;131843.261;548429.424;2.899;-1;-1;-1;-1;-1;-1;131840.454;548435.287;-0.038;-1;-1;-1;-1;-1;-1;131804.185;548511.054;-1.68
12-2_109;131898.62;548372.852;-1.77;131879.352;548412.409;-1.166;131879.133;548412.858;-1.285;131878.477;548414.207;-1.522;131878.039;131878.039;-1.039;131876.944;548417.353;-0.957;131873.003;548425.445;1.257;131869.281;548433.086;1.699;131867.091;548437.581;3.084;131867.091;548437.581;3.084;131865.996;548439.829;2.99;131865.996;548439.829;2.99;-1;-1;-1;-1;-1;-1;131863.15;548445.673;0.201;-1;-1;-1;-1;-1;-1;131825.491;548522.989;-1.72
12-2_110;131920.661;548384.101;-1.735;131901.749;548423.275;-1.197;131901.314;548424.176;-1.463;131900.879;548425.076;-1.49;131900.445;131900.445;-1.251;131897.836;548431.38;-0.679;131895.01;548437.234;1.443;131891.532;548444.438;1.718;131889.576;548448.49;3.004;131889.576;548448.49;3.004;131888.489;548450.741;3.08;131888.706;548450.291;3.164;-1;-1;-1;-1;-1;-1;131885.662;548456.596;0.221;-1;-1;-1;-1;-1;-1;131847.403;548535.845;-1.28
12-2_111;131943.392;548394.52;-1.808;131924.263;548434.144;-1.14;131923.828;548435.045;-1.556;131923.176;548436.395;-1.552;131922.958;131922.958;-1.217;131920.132;548442.699;-0.632;131917.741;548447.652;1.404;131914.046;548455.307;1.721;131911.872;548459.81;3.168;131911.872;548459.81;3.168;131910.785;548462.061;2.886;131911.003;548461.611;3.1;-1;-1;-1;-1;-1;-1;131908.152;548467.516;0.231;-1;-1;-1;-1;-1;-1;131870.11;548546.314;-1.22
12-2_112;131965.906;548405.389;-1.939;131946.559;548445.463;-1.139;131946.124;548446.364;-1.415;131945.689;548447.265;-1.557;131945.472;131945.472;-1.331;131944.168;548450.416;-1.048;131940.472;548458.071;1.399;131936.125;548467.077;1.815;131934.386;548470.679;3.146;131934.386;548470.679;3.146;131933.299;548472.93;2.919;131933.516;548472.48;3.08;-1;-1;-1;-1;-1;-1;131930.69;548478.333;0.308;-1;-1;-1;-1;-1;-1;131892.431;548557.582;-1.71
12-2_113;131988.419;548416.258;-1.909;131969.073;548456.332;-1.109;131968.638;548457.233;-1.674;131968.203;548458.134;-1.763;131967.334;131967.334;-1.17;131965.16;548464.437;-0.711;131963.203;548468.49;1.069;131958.638;548477.946;1.71;131957.117;548481.097;2.96;131957.117;548481.097;2.96;131956.03;548483.348;3.02;131956.247;548482.899;3.08;-1;-1;-1;-1;-1;-1;131952.986;548489.653;0.04;-1;-1;-1;-1;-1;-1;131915.38;548567.55;-1.69
12-2_114;132010.933;548427.127;-1.902;131992.673;548464.95;-1.224;131992.238;548465.851;-1.614;131991.804;548466.751;-1.783;131991.151;131991.151;-1.283;131988.325;548473.956;-0.81;131985.282;548480.259;1.334;131981.587;548487.914;1.621;131979.413;548492.417;3.032;131979.413;548492.417;3.032;131978.326;548494.668;2.829;131978.761;548493.768;3.063;-1;-1;-1;-1;-1;-1;131975.717;548500.071;0.177;-1;-1;-1;-1;-1;-1;131937.024;548580.22;-1.64
12-2_115;132033.695;548438.286;-2.167;132017.233;548471.98;-1.717;132016.794;548472.878;-2.045;132016.355;548473.777;-2.228;132015.916;132015.916;-1.621;132010.867;548485.008;-0.651;132007.575;548491.746;1.453;132003.843;548499.383;1.674;132002.087;548502.977;2.814;132002.087;548502.977;2.814;132000.99;548505.224;2.99;132001.209;548504.774;3.095;-1;-1;-1;-1;-1;-1;131997.917;548511.513;-0.019;-1;-1;-1;-1;-1;-1;131959.285;548590.58;-1.94
12-2_116;132056.158;548449.261;-2.134;132044.085;548473.969;-2.145;132043.866;548474.418;-2.519;132042.768;548476.665;-2.288;132042.329;132042.329;-1.911;132032.452;548497.779;-0.528;132029.818;548503.17;1.462;132026.086;548510.807;1.701;132024.55;548513.952;2.823;132024.55;548513.952;2.823;132023.452;548516.199;2.94;132023.672;548515.749;3.026;-1;-1;-1;-1;-1;-1;132020.599;548522.038;0.072;-1;-1;-1;-1;-1;-1;131981.309;548602.453;-1.71
12-2_117;132078.62;548460.235;-1.341;132074.669;548468.321;-1.817;132074.23;548469.22;-2.505;132072.913;548471.915;-2.554;132071.596;132071.596;-1.81;132055.134;548508.304;-0.425;132052.719;548513.246;1.406;132048.549;548521.781;1.721;132046.793;548525.375;3.037;132046.793;548525.375;3.037;132045.695;548527.622;2.795;132046.134;548526.723;3.013;-1;-1;-1;-1;-1;-1;132042.989;548533.16;0.116;-1;-1;-1;-1;-1;-1;132003.699;548613.575;-1.57
12-2_118;132101.286;548471.357;-1.14;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132077.419;548519.796;-0.264;132075.43;548523.833;1.372;132071.452;548531.906;1.688;132069.242;548536.391;3.062;132069.242;548536.391;3.062;132068.137;548538.634;2.81;132068.579;548537.737;3.069;-1;-1;-1;-1;-1;-1;132065.481;548544.025;0.087;-1;-1;-1;-1;-1;-1;132025.703;548624.757;-1.64
12-2_119;132118.283;548478.479;-0.862;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132102.56;548519.038;0.225;-1;-1;-1;-1;-1;-1;132093.162;548543.28;3.044;132093.162;548543.28;3.044;132092.258;548545.61;3.07;132091.354;548547.942;3.096;-1;-1;-1;-1;-1;-1;132082.584;548570.566;-1.68;-1;-1;-1;-1;-1;-1;132056.558;548637.698;-2.38
12-2_120;132146.245;548492.895;-0.608;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132122.208;548541.808;0.022;132120.224;548545.847;1.36;132115.593;548555.271;1.878;132114.49;548557.515;3.014;132114.49;548557.515;3.014;132113.388;548559.758;3.02;132113.167;548560.207;2.934;-1;-1;-1;-1;-1;-1;132110.08;548566.489;0.012;-1;-1;-1;-1;-1;-1;132071.048;548645.917;-1.81
12-2_121;132165.952;548502.578;-0.186;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132143.73;548552.889;0.179;132142.316;548556.091;1.356;132138.478;548564.781;1.706;132136.66;548568.897;2.991;132136.66;548568.897;2.991;132135.65;548571.184;2.889;132135.65;548571.184;2.889;-1;-1;-1;-1;-1;-1;132133.024;548577.13;0.057;-1;-1;-1;-1;-1;-1;132097.267;548658.085;-1.83
12-2_122;132175.323;548538.407;0.257;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132166.582;548560.759;0.477;132165.307;548564.018;1.48;132162.029;548572.4;1.703;132160.026;548577.522;3.446;132160.026;548577.522;3.446;132159.115;548579.85;3.62;132158.933;548580.316;3.53;-1;-1;-1;-1;-1;-1;132155.837;548588.232;0.102;-1;-1;-1;-1;-1;-1;132123.603;548670.653;-2.01
12-2_123;132188.597;548544.365;0.383;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132185.488;548566.649;0.579;132184.936;548570.611;1.542;132183.693;548579.524;1.771;132182.726;548586.457;3.98;132182.726;548586.457;3.98;132182.38;548588.933;3.97;132182.38;548588.933;3.97;-1;-1;-1;-1;-1;-1;132180.654;548601.314;0.037;-1;-1;-1;-1;-1;-1;132168.636;548687.479;-2.34
12-2_124;132192.704;548545.673;0.364;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132199.798;548566.498;0.47;132200.926;548569.812;1.503;132204.151;548579.277;1.873;132206.246;548585.43;3.97;132206.246;548585.43;3.97;132207.052;548587.796;3.989;132207.052;548587.796;3.989;132208.841;548593.047;2.206;132215.45;548612.452;1.84;132218.03;548620.024;0.267;-1;-1;-1;-1;-1;-1;132238.988;548681.553;-3.37
12-2_124_2;132185.111;548542.021;0.335;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132203.346;548565.21;0.594;132205.201;548567.569;1.542;132211.382;548575.429;1.85;132215.091;548580.146;4.073;132215.091;548580.146;4.073;132216.636;548582.111;3.99;132216.327;548581.718;4.111;132220.963;548587.614;1.895;132224.672;548592.33;1.8;132227.762;548596.26;0.115;-1;-1;-1;-1;-1;-1;132278.14;548660.325;-1.1
12-2_125;132164.894;548529.159;0.068;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132208.288;548559.589;0.512;132211.154;548561.598;1.608;132217.704;548566.191;1.752;132223.844;548570.498;4.016;132223.844;548570.498;4.016;132225.891;548571.933;4.12;132225.482;548571.646;4.185;-1;-1;-1;-1;-1;-1;132235.716;548578.823;0.105;-1;-1;-1;-1;-1;-1;132307.357;548629.061;-1.92
12-2_126;132171.082;548516.763;0.125;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132223.011;548542.597;0.394;132227.04;548544.601;1.977;132231.068;548546.606;2.383;132235.545;548548.833;4.138;132235.545;548548.833;4.138;132237.783;548549.946;4.18;132237.783;548549.946;4.18;132248.975;548555.514;0.227;132252.556;548557.295;-0.091;132255.242;548558.632;-0.96;-1;-1;-1;-1;-1;-1;132326.868;548594.265;-2.43
12-2_127;132182.215;548494.379;0.144;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132232.354;548519.322;-0.182;132238.621;548522.44;2.02;132243.097;548524.667;2.487;132247.126;548526.671;4.129;132247.126;548526.671;4.129;132249.364;548527.785;4.04;132248.917;548527.562;4.12;132260.109;548533.13;0.112;132264.137;548535.134;-0.088;132266.823;548536.47;-1.17;-1;-1;-1;-1;-1;-1;132338.002;548571.881;-2.53
12-2_128;132193.195;548472.151;-0.279;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132243.403;548496.954;-0.465;132249.231;548499.833;1.798;132253.713;548502.047;2.206;132257.748;548504.04;3.845;132257.748;548504.04;3.845;132259.989;548505.148;3.99;132259.989;548505.148;3.99;132271.196;548510.684;0.081;132275.655;548512.887;-0.05;132277.024;548513.563;-1.17;-1;-1;-1;-1;-1;-1;132349.197;548549.218;-2.51
12-2_129;132204.216;548449.798;-0.297;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132254.45;548474.549;-0.582;132261.178;548477.864;1.873;132264.766;548479.631;2.139;132269.251;548481.841;3.941;132269.251;548481.841;3.941;132271.494;548482.947;3.972;132271.141;548482.773;4.044;132282.354;548488.297;0.111;132286.608;548490.393;-0.19;132288.633;548491.391;-1.23;-1;-1;-1;-1;-1;-1;132360.395;548526.749;-2.45
12-2_130;132215.87;548426.323;-0.415;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132264.806;548451.429;-0.753;132271.034;548454.624;1.625;132275.483;548456.907;2.107;132280.376;548459.417;3.899;132280.376;548459.417;3.899;132282.6;548460.558;3.885;132282.6;548460.558;3.885;132293.722;548466.264;0.046;132297.281;548468.09;0.048;132299.505;548469.232;-1.19;-1;-1;-1;-1;-1;-1;132370.684;548505.75;-2.38
12-2_131;132228.172;548404.536;-0.496;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;132276.663;548429.414;-0.701;132282.891;548432.61;1.828;132287.785;548435.12;2.275;132291.789;548437.174;4.094;132291.789;548437.174;4.094;132294.014;548438.316;3.858;132293.123;548437.859;4.08;132305.254;548444.083;-0.013;132308.368;548445.68;-0.04;132310.592;548446.822;-1.19;-1;-1;-1;-1;-1;-1;132382.216;548483.568;-2.54
