LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12-2_777;135923.304;533442.256;-3.153;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135963.612;533438.318;-2.249;135979.536;533436.762;1.502;135987.498;533435.984;2.248;135993.47;533435.401;4.335;135993.47;533435.401;4.335;135995.958;533435.158;4.394;135995.958;533435.158;4.394;136008.896;533433.894;0.166;136012.877;533433.505;-0.007;136021.337;533432.678;-2.16;-1;-1;-1;-1;-1;-1;136096.479;533425.337;-4.52
12-2_778;135920.873;533417.374;-3.058;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135961.679;533413.388;-2.15;135977.603;533411.832;1.679;135986.063;533411.005;2.454;135991.039;533410.519;4.343;135991.039;533410.519;4.343;135993.527;533410.276;4.322;135993.527;533410.276;4.322;136006.466;533409.012;0.316;136010.447;533408.623;0.126;136015.921;533408.088;-1.7;-1;-1;-1;-1;-1;-1;136094.049;533400.455;-4.53
12-2_779;135918.443;533392.493;-3.214;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135959.746;533388.458;-2.169;135976.665;533386.805;1.866;135984.13;533386.075;2.529;135989.106;533385.589;4.434;135989.106;533385.589;4.434;135991.594;533385.346;4.339;135991.097;533385.395;4.452;136004.533;533384.082;0.073;136008.016;533383.742;0.114;136011.002;533383.45;-1.5;-1;-1;-1;-1;-1;-1;136091.618;533375.574;-4.52
12-2_780;135916.012;533367.611;-3.375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135957.315;533363.576;-2.325;135973.24;533362.02;1.7;135982.197;533361.145;2.531;135986.676;533360.708;4.462;135986.676;533360.708;4.462;135989.164;533360.464;4.349;135989.164;533360.464;4.349;136001.605;533359.249;0.31;136005.088;533358.909;0.248;136009.069;533358.52;-1.63;-1;-1;-1;-1;-1;-1;136089.188;533350.692;-4.52
12-2_781;135913.582;533342.73;-3.344;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135955.383;533338.646;-2.481;135971.307;533337.09;1.754;135979.766;533336.264;2.527;135984.743;533335.777;4.401;135984.743;533335.777;4.401;135987.231;533335.534;4.252;135987.728;533335.486;4.15;135998.676;533334.416;0.609;136003.155;533333.978;0.172;136008.629;533333.444;-1.78;-1;-1;-1;-1;-1;-1;136086.757;533325.811;-4.5
12-2_782;135911.179;533317.271;-3.143;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135952.512;533313.553;-2.293;135969.444;533312.03;1.77;135976.913;533311.358;2.335;135981.893;533310.91;4.239;135981.893;533310.91;4.239;135984.383;533310.686;4.338;135984.383;533310.686;4.338;135997.331;533309.521;0.277;136000.319;533309.253;0.315;136007.291;533308.625;-2.06;-1;-1;-1;-1;-1;-1;136084.479;533301.682;-4.53
12-2_783;135908.941;533292.371;-3.146;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135951.27;533288.564;-1.882;135966.707;533287.175;1.827;135974.177;533286.503;2.328;135980.153;533285.966;4.369;135980.153;533285.966;4.369;135982.643;533285.742;4.198;135982.643;533285.742;4.198;135995.093;533284.622;0.148;135998.579;533284.308;0.086;136005.053;533283.726;-2.05;-1;-1;-1;-1;-1;-1;136082.241;533276.783;-4.5
12-2_784;135906.702;533267.472;-2.899;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135948.533;533263.709;-2.02;135963.971;533262.32;1.559;135972.437;533261.559;2.301;135977.417;533261.111;4.233;135977.417;533261.111;4.233;135979.907;533260.887;4.278;135979.907;533260.887;4.278;135992.854;533259.722;0.264;135996.34;533259.409;0.088;136003.312;533258.782;-2.12;-1;-1;-1;-1;-1;-1;136080.002;533251.883;-4.46
12-2_785;135904.464;533242.572;-2.93;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135946.793;533238.765;-1.938;135963.725;533237.241;1.909;135970.199;533236.659;2.526;135974.681;533236.256;4.256;135974.681;533236.256;4.256;135977.171;533236.032;4.363;135977.669;533235.987;4.274;135991.114;533234.778;0.146;135993.604;533234.554;0.27;136000.078;533233.971;-1.83;-1;-1;-1;-1;-1;-1;136077.764;533226.984;-4.46
12-2_786;135902.226;533217.672;-2.953;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135944.057;533213.91;-2.048;135959.993;533212.476;1.777;135966.964;533211.849;2.561;135970.45;533211.536;4.224;135970.45;533211.536;4.224;135972.94;533211.312;4.423;135975.43;533211.088;4.431;135988.378;533209.923;0.28;135991.864;533209.609;0.164;135999.333;533208.937;-2.09;-1;-1;-1;-1;-1;-1;136075.526;533202.084;-4.42
12-2_787;135899.988;533192.773;-2.881;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135942.815;533188.92;-1.998;135957.754;533187.577;1.715;135963.73;533187.039;2.481;135968.212;533186.636;4.376;135968.212;533186.636;4.376;135970.702;533186.412;4.433;135972.694;533186.233;4.361;135986.139;533185.023;0.266;135990.123;533184.665;-0.055;135996.099;533184.127;-1.91;-1;-1;-1;-1;-1;-1;136073.288;533177.184;-4.44
12-2_788;135897.725;533168.124;-2.866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135940.539;533164.129;-1.959;135955.972;533162.689;1.821;135964.435;533161.9;2.648;135968.418;533161.528;4.33;135968.418;533161.528;4.33;135970.907;533161.296;4.37;135970.41;533161.342;4.401;135984.847;533159.996;0.16;135988.332;533159.67;0.129;135994.306;533159.113;-1.86;-1;-1;-1;-1;-1;-1;136070.973;533151.96;-4.42
12-2_789;135895.403;533143.232;-2.915;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135938.217;533139.237;-2.055;135954.148;533137.751;2.018;135960.619;533137.147;2.419;135965.598;533136.683;4.195;135965.598;533136.683;4.195;135968.087;533136.451;4.345;135968.087;533136.451;4.345;135982.026;533135.15;0.165;135985.511;533134.825;0.084;135989.992;533134.407;-1.47;-1;-1;-1;-1;-1;-1;136068.65;533127.069;-4.42
12-2_790;135893.08;533118.34;-2.886;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135936.392;533114.299;-1.848;135951.825;533112.859;1.824;135957.799;533112.302;2.276;135963.773;533111.744;4.246;135963.773;533111.744;4.246;135966.262;533111.512;4.238;135966.76;533111.466;4.157;135979.206;533110.305;0.285;135983.687;533109.887;0.145;135988.665;533109.422;-1.89;-1;-1;-1;-1;-1;-1;136066.328;533102.177;-4.4
12-2_791;135890.758;533093.448;-2.772;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135933.572;533089.454;-1.906;135949.005;533088.014;1.891;135956.472;533087.317;2.507;135962.446;533086.76;4.474;135962.446;533086.76;4.474;135964.935;533086.528;4.18;135964.935;533086.528;4.18;135977.879;533085.32;0.094;135980.866;533085.041;0.181;135987.338;533084.437;-1.96;-1;-1;-1;-1;-1;-1;136064.005;533077.285;-4.4
12-2_792;135888.435;533068.556;-2.801;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135931.249;533064.562;-1.974;135946.682;533063.122;1.876;135954.15;533062.425;2.471;135959.128;533061.961;4.285;135959.128;533061.961;4.285;135961.617;533061.729;4.32;135961.617;533061.729;4.32;135974.561;533060.521;0.162;135978.046;533060.196;0.026;135982.029;533059.824;-1.6;-1;-1;-1;-1;-1;-1;136061.683;533052.393;-4.41
12-2_793;135886.126;533043.532;-2.745;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135929.445;533039.567;-1.969;135944.88;533038.154;1.866;135951.851;533037.516;2.406;135956.83;533037.06;4.329;135956.83;533037.06;4.329;135959.32;533036.832;4.376;135959.32;533036.832;4.376;135972.764;533035.602;0.17;135975.751;533035.328;0.199;135982.224;533034.736;-1.93;-1;-1;-1;-1;-1;-1;136059.402;533027.671;-4.4
12-2_794;135883.849;533018.636;-2.567;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135926.172;533014.762;-1.97;135941.607;533013.349;1.922;135948.578;533012.711;2.326;135954.553;533012.164;4.258;135954.553;533012.164;4.258;135957.043;533011.936;4.22;135956.545;533011.982;4.322;135970.984;533010.66;0.068;135973.972;533010.387;0.285;135978.951;533009.931;-1.85;-1;-1;-1;-1;-1;-1;136057.124;533002.775;-4.39
12-2_795;135881.571;532993.74;-2.422;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135924.392;532989.821;-1.848;135938.832;532988.499;1.735;135945.803;532987.861;2.287;135952.774;532987.223;4.317;135952.774;532987.223;4.317;135955.263;532986.995;4.221;135954.765;532987.04;4.325;135968.707;532985.764;-0.054;135971.197;532985.536;0.159;135976.176;532985.081;-1.59;-1;-1;-1;-1;-1;-1;136054.847;532977.879;-4.38
12-2_796;135879.294;532968.844;-2.352;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135920.621;532965.061;-1.735;135936.056;532963.648;1.544;135943.525;532962.965;2.256;135948.006;532962.555;4.176;135948.006;532962.555;4.176;135950.496;532962.327;4.341;135952.986;532962.099;4.311;135965.931;532960.914;0.091;135968.919;532960.64;0.089;135974.894;532960.093;-1.68;-1;-1;-1;-1;-1;-1;136052.569;532952.983;-4.38
12-2_797;135877.005;532943.701;-2.338;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135916.851;532940.187;-1.739;135927.808;532939.221;1.158;135941.256;532938.035;2.073;135947.731;532937.464;4.306;135947.731;532937.464;4.306;135950.221;532937.244;4.313;135950.221;532937.244;4.313;135963.669;532936.058;-0.052;135967.155;532935.751;0.218;135971.638;532935.355;-1.74;-1;-1;-1;-1;-1;-1;136050.333;532928.415;-4.37
12-2_798;135874.811;532918.798;-2.298;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135915.154;532915.24;-1.556;135932.587;532913.702;1.607;135939.56;532913.087;2.072;135945.038;532912.604;4.249;135945.038;532912.604;4.249;135947.529;532912.384;4.309;135947.529;532912.384;4.309;135960.976;532911.198;0.32;135964.463;532910.891;-0.03;135971.436;532910.276;-1.99;-1;-1;-1;-1;-1;-1;136048.138;532903.511;-4.38
12-2_799;135872.617;532893.894;-2.247;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135912.96;532890.336;-1.652;135929.894;532888.843;1.442;135937.863;532888.14;2.209;135943.342;532887.657;4.398;135943.342;532887.657;4.398;135945.832;532887.437;4.357;135945.832;532887.437;4.357;135958.782;532886.295;0.125;135962.269;532885.987;0.282;135967.747;532885.504;-1.46;-1;-1;-1;-1;-1;-1;136045.944;532878.608;-4.33
12-2_800;135870.422;532868.991;-2.261;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135910.765;532865.433;-1.409;135928.198;532863.895;1.59;135935.171;532863.28;2.068;135941.148;532862.753;4.34;135941.148;532862.753;4.34;135943.638;532862.533;4.295;135943.638;532862.533;4.295;135955.591;532861.479;0.331;135959.078;532861.172;0.192;135966.051;532860.557;-1.93;-1;-1;-1;-1;-1;-1;136043.749;532853.704;-4.31
12-2_801;135868.228;532844.087;-2.297;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135907.575;532840.617;-1.658;135924.509;532839.123;1.322;135933.972;532838.289;2.275;135938.953;532837.85;4.384;135938.953;532837.85;4.384;135941.443;532837.63;4.354;135941.443;532837.63;4.354;135954.393;532836.488;0.148;135956.884;532836.268;0.384;135963.856;532835.653;-1.91;-1;-1;-1;-1;-1;-1;136041.555;532828.801;-4.29
12-2_802;135866.033;532819.184;-2.321;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135905.879;532815.669;-1.628;135922.813;532814.176;1.365;135930.782;532813.473;2.103;135936.759;532812.946;4.389;135936.759;532812.946;4.389;135939.249;532812.726;4.374;135938.751;532812.77;4.408;135951.701;532811.628;0.36;135955.187;532811.321;0.354;135962.16;532810.706;-1.97;-1;-1;-1;-1;-1;-1;136039.361;532803.897;-4.29
12-2_803;135863.802;532794.649;-2.271;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135903.131;532790.987;-1.639;135920.556;532789.364;1.451;135928.522;532788.622;2.042;135934.496;532788.066;4.405;135934.496;532788.066;4.405;135936.985;532787.834;4.364;135936.985;532787.834;4.364;135950.427;532786.583;0.142;135952.916;532786.351;0.238;135959.886;532785.702;-2.08;-1;-1;-1;-1;-1;-1;136037.052;532778.516;-4.26
12-2_804;135861.485;532769.757;-2.198;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135901.313;532766.048;-1.677;135919.235;532764.379;1.624;135925.209;532763.823;1.992;135932.179;532763.174;4.434;135932.179;532763.174;4.434;135934.668;532762.942;4.415;135934.668;532762.942;4.415;135947.613;532761.736;0.224;135950.6;532761.458;0.347;135956.076;532760.948;-1.75;-1;-1;-1;-1;-1;-1;136034.736;532753.624;-4.24
12-2_805;135859.169;532744.864;-2.268;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135899.494;532741.109;-1.58;135916.919;532739.486;1.614;135923.391;532738.884;1.969;135930.361;532738.235;4.494;135930.361;532738.235;4.494;135932.85;532738.003;4.258;135932.85;532738.003;4.258;135945.794;532736.798;0.01;135948.283;532736.566;0.359;135955.751;532735.87;-1.98;-1;-1;-1;-1;-1;-1;136032.419;532728.731;-4.24
12-2_806;135856.853;532719.972;-2.31;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135896.68;532716.263;-1.65;135914.105;532714.64;1.516;135922.568;532713.852;2.289;135927.547;532713.389;4.436;135927.547;532713.389;4.436;135930.036;532713.157;4.306;135930.036;532713.157;4.306;135943.478;532711.905;0.127;135945.967;532711.673;0.307;135953.435;532710.978;-1.95;-1;-1;-1;-1;-1;-1;136030.103;532703.839;-4.22
12-2_807;135854.537;532695.079;-2.288;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135894.364;532691.37;-1.582;135912.785;532689.655;1.665;135919.754;532689.006;2.153;135925.231;532688.496;4.351;135925.231;532688.496;4.351;135927.72;532688.264;4.378;135927.72;532688.264;4.378;135941.161;532687.013;-0.004;135943.651;532686.781;0.125;135947.633;532686.41;-1.69;-1;-1;-1;-1;-1;-1;136027.787;532678.946;-4.21
12-2_808;135852.255;532669.975;-2.101;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135899.065;532665.748;-0.65;135909.522;532664.803;1.565;135917.988;532664.039;2.182;135922.968;532663.589;4.308;135922.968;532663.589;4.308;135925.458;532663.364;4.335;135925.457;532663.364;4.335;135938.903;532662.15;0.073;135941.392;532661.925;0.059;135946.372;532661.476;-1.81;-1;-1;-1;-1;-1;-1;136025.55;532654.325;-4.17
12-2_809;135850.007;532645.076;-2.187;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135892.833;532641.208;-0.963;135907.772;532639.859;1.515;135914.744;532639.23;1.957;135921.218;532638.645;4.505;135921.218;532638.645;4.505;135923.708;532638.42;4.276;135923.708;532638.42;4.276;135936.157;532637.296;0.037;135938.149;532637.116;0.282;135943.626;532636.622;-1.77;-1;-1;-1;-1;-1;-1;136023.302;532629.427;-4.19
12-2_810;135847.759;532620.177;-2.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135894.071;532615.995;-0.72;135905.524;532614.961;1.549;135912.994;532614.286;2.024;135918.97;532613.747;4.414;135918.97;532613.747;4.414;135921.46;532613.522;4.324;135921.46;532613.522;4.324;135933.909;532612.397;0.228;135936.897;532612.128;0.236;135941.876;532611.678;-1.77;-1;-1;-1;-1;-1;-1;136021.054;532604.528;-4.17
12-2_811;135845.511;532595.278;-1.995;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135891.823;532591.096;-0.841;135903.276;532590.062;1.521;135910.248;532589.432;1.922;135916.224;532588.893;4.382;135916.224;532588.893;4.382;135918.714;532588.668;4.361;135918.714;532588.668;4.361;135931.661;532587.499;0.015;135935.523;532587.15;-0.06;135940.126;532586.734;-1.69;-1;-1;-1;-1;-1;-1;136018.806;532579.629;-4.14
12-2_812;135843.263;532570.38;-2.137;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135888.081;532566.332;-0.943;135901.526;532565.118;1.7;135908.498;532564.489;1.982;135913.976;532563.994;4.379;135913.976;532563.994;4.379;135916.466;532563.769;4.359;135916.466;532563.769;4.359;135929.911;532562.555;0.036;135931.903;532562.375;0.238;135938.376;532561.791;-1.81;-1;-1;-1;-1;-1;-1;136016.558;532554.73;-4.11
12-2_813;135841.144;532544.531;-2.249;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135886.009;532541.047;-0.891;135898.97;532540.04;1.633;135905.949;532539.499;1.98;135911.931;532539.034;4.466;135911.931;532539.034;4.466;135914.424;532538.841;4.318;135914.424;532538.841;4.318;135926.886;532537.873;0.067;135929.877;532537.641;0.186;135932.868;532537.408;-1.44;-1;-1;-1;-1;-1;-1;136014.622;532531.06;-4.12
12-2_814;135839.209;532519.606;-2.274;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135883.576;532516.161;-1.012;135895.54;532515.232;1.525;135903.516;532514.612;2.053;135909.996;532514.109;4.473;135909.996;532514.109;4.473;135912.489;532513.916;4.322;135912.987;532513.877;4.173;135925.948;532512.87;0.15;135928.441;532512.677;-0.063;135933.426;532512.29;-1.92;-1;-1;-1;-1;-1;-1;136012.687;532506.135;-4.09
12-2_815;135837.273;532494.681;-2.31;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135882.637;532491.158;-0.943;135894.102;532490.268;1.576;135899.087;532489.881;1.868;135907.063;532489.262;4.435;135907.063;532489.262;4.435;135909.556;532489.068;4.38;135909.556;532489.068;4.38;135923.015;532488.023;-0.202;135926.505;532487.752;0.119;135932.487;532487.288;-2.02;-1;-1;-1;-1;-1;-1;136010.751;532481.21;-4.05
12-2_816;135835.344;532470.12;-2.274;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135881.188;532466.335;-0.898;135891.653;532465.471;1.577;135897.632;532464.978;1.906;135904.608;532464.402;4.483;135904.608;532464.402;4.483;135907.1;532464.196;4.375;135907.1;532464.196;4.375;135920.056;532463.126;0.1;135924.042;532462.797;-0.067;135927.531;532462.509;-1.9;-1;-1;-1;-1;-1;-1;136008.754;532455.803;-4
12-2_817;135833.288;532445.205;-2.42;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135882.122;532441.173;-0.37;135888.102;532440.679;1.597;135896.074;532440.021;1.991;135902.552;532439.486;4.436;135902.552;532439.486;4.436;135905.044;532439.28;4.295;135905.044;532439.28;4.295;135918;532438.211;0.236;135921.488;532437.923;0.082;135925.474;532437.594;-1.64;-1;-1;-1;-1;-1;-1;136006.698;532430.887;-3.98
12-2_818;135831.422;532423.396;-2.537;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135878.557;532417.517;-0.541;135886.992;532416.465;1.564;135893.442;532415.66;1.95;135898.899;532414.98;4.362;135898.899;532414.98;4.362;135901.38;532414.67;4.45;135903.365;532414.423;4.392;135914.882;532412.986;0.398;135918.851;532412.491;0.22;135923.317;532411.934;-1.73;-1;-1;-1;-1;-1;-1;136004.19;532401.846;-3.9
12-2_819;135828.434;532398.575;-2.572;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135869.119;532393.501;-0.855;135872.096;532393.129;0.408;135892.935;532390.53;2.103;135898.392;532389.849;4.301;135898.392;532389.849;4.301;135900.873;532389.54;4.402;135901.369;532389.478;4.373;135913.773;532387.931;0.033;135917.246;532387.497;0.076;135922.208;532386.879;-1.9;-1;-1;-1;-1;-1;-1;136001.096;532377.039;-3.85
12-2_820;135825.299;532370.922;-2.629;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135866.646;532367.355;-1.804;135878.602;532366.324;1.383;135889.561;532365.379;1.838;135896.037;532364.82;4.295;135896.037;532364.82;4.295;135898.528;532364.605;4.34;135898.528;532364.605;4.34;135911.48;532363.488;0.032;135914.468;532363.23;0.21;135920.446;532362.715;-2.05;-1;-1;-1;-1;-1;-1;135998.656;532355.968;-3.82
12-2_821;135823.694;532346.719;-3.87;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135866.993;532342.542;-1.871;135877.942;532341.486;1.377;135887.896;532340.526;1.888;135894.366;532339.902;4.33;135894.366;532339.902;4.33;135896.854;532339.662;4.272;135896.854;532339.662;4.272;135909.296;532338.462;0.005;135911.785;532338.222;0.259;135915.766;532337.838;-1.67;-1;-1;-1;-1;-1;-1;135996.392;532330.06;-3.87
12-2_822;135820.797;532321.883;-4.131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135862.105;532317.898;-2.55;135875.045;532316.65;1.049;135885.497;532315.641;1.686;135891.967;532315.017;4.344;135891.967;532315.017;4.344;135894.455;532314.777;4.396;135894.953;532314.729;4.28;135907.395;532313.529;-0.044;135909.883;532313.289;0.095;135913.367;532312.953;-1.9;-1;-1;-1;-1;-1;-1;135993.993;532305.175;-3.87
12-2_823;135818.398;532296.998;-4.201;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135858.213;532293.157;-2.658;135872.149;532291.813;0.917;135880.609;532290.997;1.116;135889.07;532290.181;4.249;135889.07;532290.181;4.249;135891.558;532289.941;4.424;135892.554;532289.845;4.26;135904.001;532288.74;0.089;135907.814;532288.373;-0.05;135911.466;532288.02;-1.77;-1;-1;-1;-1;-1;-1;135991.594;532280.291;-3.85
12-2_824;135819.755;532275.012;-3.874;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135865.498;532270.155;-0.426;135869.973;532269.68;0.768;135879.42;532268.677;0.945;135888.369;532267.727;4.394;135888.369;532267.727;4.394;135890.855;532267.463;4.447;135892.347;532267.305;4.325;135902.291;532266.249;0.103;135905.933;532265.863;-0.16;135908.257;532265.616;-1.41;-1;-1;-1;-1;-1;-1;135992.782;532256.642;-3.86
12-2_825;135817.013;532250.162;0.443;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135876.181;532243.881;0.685;-1;-1;-1;-1;-1;-1;135885.131;532242.931;4.301;135885.131;532242.931;4.301;135887.617;532242.667;4.335;135890.103;532242.403;4.235;135900.645;532241.284;0.131;135903.131;532241.02;0.305;135907.108;532240.597;-1.54;-1;-1;-1;-1;-1;-1;135990.142;532231.782;-3.85
12-2_826;135811.708;532227.61;-1.505;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135874.417;532221.561;0.637;-1;-1;-1;-1;-1;-1;135883.375;532220.697;4.116;135883.375;532220.697;4.116;135885.864;532220.456;4.25;135885.864;532220.456;4.25;135898.306;532219.256;0.028;135900.794;532219.016;0.143;135905.771;532218.536;-1.77;-1;-1;-1;-1;-1;-1;135984.904;532210.903;-3.76
12-2_827;135811.25;532202.54;-9.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135850.119;532198.788;-3.43;135862.561;532197.588;0.352;135871.022;532196.772;0.409;135881.474;532195.764;4.006;135881.474;532195.764;4.006;135883.962;532195.524;3.996;135883.962;532195.524;3.996;135894.911;532194.468;0.372;135898.893;532194.083;0.205;135902.874;532193.699;-1.52;-1;-1;-1;-1;-1;-1;135982.505;532186.018;-3.77
12-2_828;135814.66;532177.09;-9.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135847.72;532173.904;-4.069;135860.66;532172.656;0.304;135868.623;532171.887;0.353;135879.074;532170.879;3.949;135879.074;532170.879;3.949;135881.562;532170.639;3.862;135881.563;532170.639;3.862;135893.01;532169.535;0.207;135895.498;532169.295;0.011;135901.471;532168.719;-1.82;-1;-1;-1;-1;-1;-1;135980.106;532161.133;-3.72
12-2_830;135807.2;532126.74;-8.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135842.022;532123.809;-4.174;135853.482;532122.845;0.167;135865.938;532121.797;0.599;135874.408;532121.084;3.793;135874.408;532121.084;3.793;135876.899;532120.874;3.837;135876.899;532120.874;3.837;135888.857;532119.868;0.204;135892.248;532119.583;0.14;135899.32;532118.988;-2.52;-1;-1;-1;-1;-1;-1;135975.55;532112.573;-3.84
12-2_831;135802.96;532107.77;-8.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135836.921;532104.912;-3.625;135845.889;532104.158;0.287;135865.819;532102.481;1.375;135872.794;532101.894;3.953;135872.794;532101.894;3.953;135875.285;532101.684;3.936;135874.787;532101.726;4.02;135886.745;532100.72;0.109;135889.734;532100.468;0.159;135897.208;532099.839;-2.34;-1;-1;-1;-1;-1;-1;135973.937;532093.383;-3.67
12-2_832;135797.17;532067.788;-3.724;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135849.979;532063.298;-0.112;135855.459;532062.832;2.394;135862.933;532062.196;2.547;135869.409;532061.645;4.055;135869.409;532061.645;4.055;135871.9;532061.434;4.094;135871.9;532061.434;4.094;135883.857;532060.417;0.044;135886.514;532060.191;-0.24;135891.33;532059.782;-1.71;-1;-1;-1;-1;-1;-1;135970.544;532053.046;-3.4
12-2_833;135795.878;532052.427;-1.528;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135838.228;532048.864;-1.101;135855.666;532047.396;2.872;135864.635;532046.642;3.226;135867.624;532046.39;4.137;135867.624;532046.39;4.137;135870.115;532046.18;4.07;135869.617;532046.222;4.194;135882.073;532045.174;0.088;135884.564;532044.965;0.247;135890.045;532044.503;-1.6;-1;-1;-1;-1;-1;-1;135969.265;532037.837;-3.31
